Date,Campaign Group,Cost,Impressions ,Clicks ,CPC ,CTR ,Close Rate ,Quotes ,Sales ,CPQ ,CPS 
11/18/2020,Combined Audiences - Facebook,1796.7801,77524,311,5.777427974,0.004011661,0,0,0,0,0
11/18/2020,Monetization ,24.47,1471,74,0.330675676,0.050305914,0,0,0,0,0
11/18/2020,NB Search - Bing,783.73,1425,61,12.84803279,0.042807018,0.130435,23,3,34.07521739,261.2433333
11/18/2020,NB Search - Google,38669.88,14438,1221,31.67066339,0.0845685,0.060034,583,35,66.32912521,1104.853714
11/18/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/18/2020,Prospecting - Discovery,12.52,2508,26,0.481538462,0.010366826,0,1,0,12.52,0
11/18/2020,Prospecting - Display,12.4851,2906,23,0.542830435,0.007914659,0,0,0,0,0
11/18/2020,Prospecting - Facebook,438.74,19487,105,4.17847619,0.005388208,0.009524,105,1,4.17847619,438.74
11/18/2020,Prospecting - Native,0,0,0,0,0,0,0,0,0,0
11/18/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
11/18/2020,RT - Discovery,1504.3672,58176,622,2.418596785,0.010691694,0.038462,26,1,57.86027692,1504.3672
11/18/2020,RT - Display,247.0007,27850,133,1.85714812,0.004775583,0,1,0,247.0007,0
11/18/2020,RT - Facebook,317.83,6789,27,11.77148148,0.003977022,0.043478,23,1,13.81869565,317.83
11/18/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/19/2020,Brand Search - Bing,5419.34,6560,793,6.833972257,0.120884146,0.130208,192,25,28.22572917,216.7736
11/19/2020,Brand Search - Google,91030.0308,11855,5429,16.76736614,0.457950232,0.125386,2592,325,35.11961065,280.0924025
11/19/2020,Combined Audiences - Facebook,1695.7603,74775,259,6.547337066,0.003463725,0,0,0,0,0
11/19/2020,Monetization ,24.42,1741,69,0.353913043,0.039632395,0,0,0,0,0
11/19/2020,NB Search - Bing,602.81,1351,45,13.39577778,0.03330866,0.066667,15,1,40.18733333,602.81
11/19/2020,NB Search - Google,40569.65,14035,1238,32.77031502,0.088208051,0.070492,610,43,66.50762295,943.4802326
11/19/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/19/2020,Prospecting - Discovery,76.85,1893,16,4.803125,0.008452192,0,1,0,76.85,0
11/19/2020,Prospecting - Display,7.0303,2718,16,0.43939375,0.005886681,0,0,0,0,0
11/19/2020,Prospecting - Facebook,431.1,20607,101,4.268316832,0.004901247,0.009615,104,1,4.145192308,431.1
11/19/2020,Prospecting - YouTube,0,0,0,0,0,0,1,0,0,0
11/19/2020,RT - Discovery,1456.7355,47732,475,3.066811579,0.009951395,0.073171,41,3,35.53013415,485.5785
11/19/2020,RT - Display,225.5171,40629,126,1.789818254,0.003101233,0,0,0,0,0
11/19/2020,RT - Facebook,319.74,6865,24,13.3225,0.003495994,0,18,0,17.76333333,0
11/19/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/20/2020,Brand Search - Bing,5327.34,5139,750,7.10312,0.14594279,0.195876,194,38,27.46051546,140.1931579
11/20/2020,Brand Search - Google,99491.13,13642,6107,16.29132635,0.447661633,0.142661,2916,416,34.11904321,239.1613702
11/20/2020,Combined Audiences - Facebook,1711.39,71673,283,6.047314488,0.003948488,0,0,0,0,0
11/20/2020,Monetization ,24.63,1512,63,0.390952381,0.041666667,0,0,0,0,0
11/20/2020,NB Search - Bing,560.99,1220,45,12.46644444,0.036885246,0.214286,14,3,40.07071429,186.9966667
11/20/2020,NB Search - Google,43035.01,13570,1311,32.82609458,0.096610169,0.083582,670,56,64.23135821,768.4823214
11/20/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/20/2020,Prospecting - Discovery,90.8887,3716,17,5.346394118,0.004574812,0,0,0,0,0
11/20/2020,Prospecting - Display,3.9519,1218,6,0.65865,0.004926108,0,0,0,0,0
11/20/2020,Prospecting - Facebook,433.94,18190,94,4.616382979,0.005167675,0.037736,106,4,4.093773585,108.485
11/20/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
11/20/2020,RT - Discovery,1368.4886,47817,502,2.726072908,0.010498358,0.083333,36,3,38.01357222,456.1628667
11/20/2020,RT - Display,209.02,27267,97,2.154845361,0.003557414,1,1,1,209.02,209.02
11/20/2020,RT - Facebook,314.74,7382,33,9.537575758,0.004470333,0.03125,32,1,9.835625,314.74
11/20/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/21/2020,Brand Search - Bing,2905.92,2824,442,6.574479638,0.156515581,0.180451,133,24,21.84902256,121.08
11/21/2020,Brand Search - Google,59362.84,7881,3874,15.32339701,0.491561985,0.126687,1926,244,30.82182762,243.2903279
11/21/2020,Combined Audiences - Facebook,1842.95,79580,288,6.399131944,0.003619,0,0,0,0,0
11/21/2020,Monetization ,24.88,1548,65,0.382769231,0.041989664,0,0,0,0,0
11/21/2020,NB Search - Bing,449.18,769,36,12.47722222,0.046814044,0.111111,9,1,49.90888889,449.18
11/21/2020,NB Search - Google,29731.08,9661,875,33.97837714,0.090570334,0.065022,446,29,66.66161435,1025.209655
11/21/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/21/2020,Prospecting - Discovery,74.9992,7585,51,1.470572549,0.006723797,0,0,0,0,0
11/21/2020,Prospecting - Display,7.3375,2137,14,0.524107143,0.00655124,0,0,0,0,0
11/21/2020,Prospecting - Facebook,465.2101,20779,120,3.876750833,0.005775061,0,118,0,3.942458475,0
11/21/2020,Prospecting - YouTube,0,0,0,0,0,0,2,0,0,0
11/21/2020,RT - Discovery,1457.048,58600,593,2.457079258,0.010119454,0.041667,24,1,60.71033333,1457.048
11/21/2020,RT - Display,189.0006,26974,91,2.07692967,0.003373619,0,0,0,0,0
11/21/2020,RT - Facebook,324.14,6577,27,12.00518519,0.004105215,0.058824,17,1,19.06705882,324.14
11/21/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/22/2020,Brand Search - Bing,2297.64,2491,342,6.718245614,0.137294259,0.147368,95,14,24.18568421,164.1171429
11/22/2020,Brand Search - Google,42489.09,6328,3070,13.84009446,0.485145386,0.097784,1534,150,27.69823338,283.2606
11/22/2020,Combined Audiences - Facebook,1860.22,82062,328,5.671402439,0.003996978,0,0,0,0,0
11/22/2020,Monetization ,24.94,1476,46,0.542173913,0.031165312,0,0,0,0,0
11/22/2020,NB Search - Bing,373.15,753,25,14.926,0.033200531,0.111111,9,1,41.46111111,373.15
11/22/2020,NB Search - Google,28771.11,8678,837,34.37408602,0.096450795,0.038554,415,16,69.3279759,1798.194375
11/22/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/22/2020,Prospecting - Discovery,32.4464,4505,27,1.201718519,0.005993341,0,0,0,0,0
11/22/2020,Prospecting - Display,14.9361,2069,24,0.6223375,0.011599807,0,0,0,0,0
11/22/2020,Prospecting - Facebook,439.67,19467,107,4.109065421,0.005496481,0.014925,134,2,3.281119403,219.835
11/22/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
11/22/2020,RT - Discovery,1613.0566,54647,715,2.256023217,0.013083975,0.032258,31,1,52.03408387,1613.0566
11/22/2020,RT - Display,193.3684,22500,101,1.914538614,0.004488889,0,0,0,0,0
11/22/2020,RT - Facebook,319.43,5707,31,10.30419355,0.005431926,0.032258,31,1,10.30419355,319.43
11/22/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/23/2020,Brand Search - Bing,4886.41,6440,752,6.497885638,0.116770186,0.111111,189,21,25.85402116,232.6861905
11/23/2020,Brand Search - Google,84469.74,11790,5686,14.85574042,0.482273113,0.10269,2639,271,32.00823797,311.6964576
11/23/2020,Monetization ,25,1547,66,0.378787879,0.042663219,0,0,0,0,0
11/23/2020,NB Search - Bing,866.14,1317,54,16.03962963,0.041002278,0.05,20,1,43.307,866.14
11/23/2020,NB Search - Google,45228.46,14528,1347,33.57717892,0.092717511,0.05255,647,34,69.90488408,1330.248824
11/23/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/23/2020,Prospecting - Discovery,22.8755,4621,30,0.762516667,0.006492101,0,1,0,22.8755,0
11/23/2020,Prospecting - Display,13.2325,2084,21,0.630119048,0.010076775,0,0,0,0,0
11/23/2020,Prospecting - Facebook,448.61,20391,104,4.313557692,0.005100289,0.025,40,1,11.21525,448.61
11/23/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
11/23/2020,RT - Discovery,1643.1251,46139,1228,1.338049756,0.026615228,0.111111,36,4,45.64236389,410.781275
11/23/2020,RT - Display,180.3867,21587,92,1.960725,0.004261824,0,1,0,180.3867,0
11/23/2020,RT - Facebook,323.96,6565,28,11.57,0.004265042,0,6,0,53.99333333,0
11/23/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/24/2020,Brand Search - Bing,4085.67,4269,613,6.665040783,0.143593347,0.115607,173,20,23.6165896,204.2835
11/24/2020,Brand Search - Google,74098.13,10705,5076,14.59774035,0.474170948,0.123401,2423,299,30.58115147,247.8198328
11/24/2020,Monetization ,25,1009,69,0.362318841,0.068384539,0,0,0,0,0
11/24/2020,NB Search - Bing,691.11,1134,48,14.398125,0.042328042,0.125,16,2,43.194375,345.555
11/24/2020,NB Search - Google,43475.24,13396,1301,33.41678709,0.097118543,0.058085,637,37,68.2499843,1175.006486
11/24/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/24/2020,Prospecting - Discovery,29.3518,7899,55,0.533669091,0.006962907,0,0,0,0,0
11/24/2020,Prospecting - Display,10.4061,2022,18,0.578116667,0.008902077,0,0,0,0,0
11/24/2020,Prospecting - Facebook,454.19,22876,133,3.414962406,0.005813953,0,50,0,9.0838,0
11/24/2020,Prospecting - YouTube,0,0,0,0,0,1,1,1,0,0
11/24/2020,RT - Discovery,1408.3114,47880,1183,1.19045765,0.024707602,0.060606,33,2,42.67610303,704.1557
11/24/2020,RT - Display,181.9565,27908,99,1.837944444,0.00354737,0,1,0,181.9565,0
11/24/2020,RT - Facebook,324.77,8793,23,14.12043478,0.002615717,0,7,0,46.39571429,0
11/24/2020,RT - Native,0,0,0,0,0,0,0,0,0,0
11/24/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/25/2020,Brand Search - Bing,3702.56,3617,560,6.611714286,0.15482444,0.125828,151,19,24.5202649,194.8715789
11/25/2020,Brand Search - Google,67613.34,9841,4685,14.4318762,0.476069505,0.16129,2139,345,31.60978962,195.9806957
11/25/2020,Monetization ,24.5,958,73,0.335616438,0.076200418,0,0,0,0,0
11/25/2020,NB Search - Bing,481.29,917,37,13.00783784,0.040348964,0,9,0,53.47666667,0
11/25/2020,NB Search - Google,32645.41,11012,981,33.27768603,0.089084635,0.067864,501,34,65.160499,960.1591176
11/25/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/25/2020,Prospecting - Discovery,88.6716,7621,120,0.73893,0.015745965,0,0,0,0,0
11/25/2020,Prospecting - Display,8.7648,1775,15,0.58432,0.008450704,0,0,0,0,0
11/25/2020,Prospecting - Facebook,437.86,22202,130,3.368153846,0.005855328,0.015873,63,1,6.95015873,437.86
11/25/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
11/25/2020,RT - Discovery,1445.2313,57190,1246,1.159896709,0.021787026,0.190476,21,4,68.8205381,361.307825
11/25/2020,RT - Display,171.4266,25347,95,1.804490526,0.003747978,0,0,0,0,0
11/25/2020,RT - Facebook,318.23,8235,23,13.83608696,0.002792957,0.25,4,1,79.5575,318.23
11/25/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/26/2020,Brand Search - Bing,1483.26,2131,236,6.285,0.110746129,0.09589,73,7,20.31863014,211.8942857
11/26/2020,Brand Search - Google,32261.91,4559,2231,14.46073958,0.489361702,0.099181,1099,109,29.35569609,295.9808257
11/26/2020,Monetization ,24.76,1037,56,0.442142857,0.054001929,0,0,0,0,0
11/26/2020,NB Search - Bing,234.65,547,19,12.35,0.034734918,0,7,0,33.52142857,0
11/26/2020,NB Search - Google,21422.03,6108,629,34.0572814,0.102979699,0.047619,336,16,63.75604167,1338.876875
11/26/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/26/2020,Prospecting - Discovery,75.3418,6577,148,0.509066216,0.022502661,0,0,0,0,0
11/26/2020,Prospecting - Display,2.8075,856,5,0.5615,0.005841122,0,0,0,0,0
11/26/2020,Prospecting - Facebook,441.87,22043,106,4.168584906,0.004808783,0,36,0,12.27416667,0
11/26/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
11/26/2020,RT - Discovery,1542.7382,67845,1768,0.87258948,0.0260594,0,20,0,77.13691,0
11/26/2020,RT - Display,179.6363,20108,86,2.088794186,0.004276905,0,0,0,0,0
11/26/2020,RT - Facebook,322.34,7831,24,13.43083333,0.003064743,0,2,0,161.17,0
11/26/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/27/2020,Brand Search - Bing,3902.7,3424,569,6.85887522,0.166179907,0.121951,164,20,23.79695122,195.135
11/27/2020,Brand Search - Google,80446.4,10519,5439,14.79066005,0.51706436,0.141322,2512,355,32.02484076,226.6095775
11/27/2020,Monetization ,25.11,1020,55,0.456545455,0.053921569,0,0,0,0,0
11/27/2020,NB Search - Bing,501.28,910,38,13.19157895,0.041758242,0,17,0,29.48705882,0
11/27/2020,NB Search - Google,39145.37,12409,1240,31.56884677,0.099927472,0.082024,573,47,68.31652705,832.8802128
11/27/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/27/2020,Prospecting - Discovery,129.3221,6382,166,0.779048795,0.026010655,0,0,0,0,0
11/27/2020,Prospecting - Display,6.7882,1087,13,0.522169231,0.011959522,0,0,0,0,0
11/27/2020,Prospecting - Facebook,466.16,21534,122,3.820983607,0.005665459,0.019608,51,1,9.140392157,466.16
11/27/2020,Prospecting - YouTube,0,0,0,0,0,0,0,1,0,0
11/27/2020,RT - Discovery,1652.1322,47465,1444,1.144135873,0.030422417,0.21875,32,7,51.62913125,236.0188857
11/27/2020,RT - Display,184.2671,25388,95,1.939653684,0.003741925,0,0,0,0,0
11/27/2020,RT - Facebook,332.44,7359,16,20.7775,0.002174208,0,2,0,166.22,0
11/27/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/28/2020,Brand Search - Bing,2873.3,3277,420,6.841190476,0.128166005,0.111111,126,14,22.80396825,205.2357143
11/28/2020,Brand Search - Google,57266.23,7560,3906,14.66109319,0.516666667,0.126528,1881,238,30.44456672,240.6144118
11/28/2020,Monetization ,25.68,1183,47,0.546382979,0.039729501,0,0,0,0,0
11/28/2020,NB Search - Bing,361.46,715,31,11.66,0.043356643,0.066667,15,1,24.09733333,361.46
11/28/2020,NB Search - Google,33800,9589,1034,32.68858801,0.107831891,0.064516,465,30,72.68817204,1126.666667
11/28/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/28/2020,Prospecting - Discovery,117.5984,4119,87,1.351705747,0.021121631,0,0,1,0,117.5984
11/28/2020,Prospecting - Display,7.1184,1754,14,0.508457143,0.007981756,0,0,0,0,0
11/28/2020,Prospecting - Facebook,461.64,21533,140,3.297428571,0.006501649,0,70,0,6.594857143,0
11/28/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
11/28/2020,RT - Discovery,1322.9872,46903,1377,0.960775018,0.029358463,0,27,0,48.99952593,0
11/28/2020,RT - Display,181.0821,23680,87,2.081403448,0.003673986,0,0,0,0,0
11/28/2020,RT - Facebook,333.82,8207,30,11.12733333,0.003655416,0,7,0,47.68857143,0
11/28/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/29/2020,Brand Search - Bing,2777.34,2719,389,7.139691517,0.143067304,0.087719,114,10,24.36263158,277.734
11/29/2020,Brand Search - Google,42669.89,6360,3215,13.27212753,0.505503145,0.079688,1669,133,25.5661414,320.8262406
11/29/2020,Monetization ,24.99,1221,58,0.430862069,0.047502048,0,0,0,0,0
11/29/2020,NB Search - Bing,413.64,661,31,13.34322581,0.046898638,0.181818,11,2,37.60363636,206.82
11/29/2020,NB Search - Google,33085.48,10952,1337,24.74605834,0.122078159,0.056842,475,27,69.65364211,1225.388148
11/29/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/29/2020,Prospecting - Discovery,44.7204,3767,82,0.545370732,0.021767985,0,0,0,0,0
11/29/2020,Prospecting - Display,3.8442,1241,8,0.480525,0.006446414,0,0,0,0,0
11/29/2020,Prospecting - Facebook,444.82,21725,152,2.926447368,0.006996548,0.012987,77,1,5.776883117,444.82
11/29/2020,Prospecting - YouTube,0,0,0,0,0,0,1,0,0,0
11/29/2020,RT - Discovery,1650.296,55314,1701,0.970191652,0.030751708,0,24,0,68.76233333,0
11/29/2020,RT - Display,178.2668,20545,82,2.173985366,0.003991239,0,0,0,0,0
11/29/2020,RT - Facebook,320.47,7056,27,11.86925926,0.003826531,0.125,8,1,40.05875,320.47
11/29/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
11/30/2020,Brand Search - Bing,5574.27,4973,832,6.69984375,0.167303439,0.102679,224,23,24.88513393,242.3595652
11/30/2020,Brand Search - Google,96802.74,13567,6626,14.60952913,0.488390949,0.122266,3018,369,32.07512922,262.3380488
11/30/2020,Monetization ,24.99,1069,63,0.396666667,0.058933583,0,0,0,0,0
11/30/2020,NB Search - Bing,1043.76,1360,79,13.2121519,0.058088235,0.217391,23,5,45.38086957,208.752
11/30/2020,NB Search - Google,52886.5,18502,2023,26.14260999,0.109339531,0.0674,727,49,72.74621733,1079.316327
11/30/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
11/30/2020,Prospecting - Discovery,134.5077,2398,78,1.724457692,0.032527106,0,1,0,134.5077,0
11/30/2020,Prospecting - Display,1.4051,319,3,0.468366667,0.009404389,0,0,0,0,0
11/30/2020,Prospecting - Facebook,453.8399,21599,147,3.087346259,0.006805871,0,64,0,7.091248438,0
11/30/2020,Prospecting - YouTube,0,0,0,0,0,0,1,0,0,0
11/30/2020,RT - Discovery,1369.6387,34993,1149,1.192026719,0.032835138,0.034483,29,1,47.22892069,1369.6387
11/30/2020,RT - Display,165.815,23298,82,2.022134146,0.003519615,0,0,1,0,165.815
11/30/2020,RT - Facebook,326.79,7668,29,11.26862069,0.003781951,0.090909,11,1,29.70818182,326.79
11/30/2020,RT - Native,0,0,0,0,0,0,0,0,0,0
11/30/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
12/1/2020,Brand Search - Bing,5566.41,4858,823,6.763560146,0.16941128,0.147783,203,30,27.42073892,185.547
12/1/2020,Brand Search - Google,93102.4,13192,6386,14.57914187,0.484081261,0.131296,2978,391,31.26339825,238.113555
12/1/2020,Monetization ,99.7,6614,228,0.437280702,0.034472331,0,0,0,0,0
12/1/2020,NB Search - Bing,643.13,1347,52,12.36788462,0.038604306,0.055556,18,1,35.72944444,643.13
12/1/2020,NB Search - Google,55022.71,16096,1608,34.21810323,0.099900596,0.082278,790,65,69.649,846.5032308
12/1/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
12/1/2020,Prospecting - Discovery,1367.2651,92489,919,1.487774864,0.009936317,0,31,0,44.10532581,0
12/1/2020,Prospecting - Display,3.7882,725,9,0.420911111,0.012413793,0,0,0,0,0
12/1/2020,Prospecting - Facebook,988.5,51258,223,4.432735426,0.00435054,0.010101,99,1,9.984848485,988.5
12/1/2020,Prospecting - YouTube,0,0,0,0,0,0,1,0,0,0
12/1/2020,RT - Discovery,1810.559,55373,1846,0.980801192,0.033337547,0,48,0,37.71997917,0
12/1/2020,RT - Display,17.7883,1092,8,2.2235375,0.007326007,0,1,0,17.7883,0
12/1/2020,RT - Facebook,1103.46,35626,128,8.62078125,0.003592882,0.026316,38,1,29.03842105,1103.46
12/1/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
12/2/2020,Brand Search - Bing,5072.98,5585,722,7.026288089,0.129274843,0.118483,211,25,24.04255924,202.9192
12/2/2020,Brand Search - Google,83441.41,11987,5695,14.65169622,0.475098023,0.12081,2715,328,30.73348435,254.3945427
12/2/2020,Monetization ,145.89,15155,212,0.688160377,0.013988783,0,0,0,0,0
12/2/2020,NB Search - Bing,705.94,1333,59,11.96508475,0.044261065,0.047619,21,1,33.61619048,705.94
12/2/2020,NB Search - Google,53484.75,15182,1540,34.73035714,0.101435911,0.072633,771,56,69.37062257,955.0848214
12/2/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
12/2/2020,Prospecting - Discovery,2418.1268,152094,1755,1.377850028,0.011538917,0.053333,75,4,32.24169067,604.5317
12/2/2020,Prospecting - Display,8.6008,1257,16,0.53755,0.012728719,0,0,0,0,0
12/2/2020,Prospecting - Facebook,1301.34,56892,297,4.381616162,0.005220418,0.033333,120,4,10.8445,325.335
12/2/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
12/2/2020,RT - Discovery,2393.944,84384,2373,1.008825959,0.028121445,0.028571,35,1,68.3984,2393.944
12/2/2020,RT - Display,7.6884,1314,6,1.2814,0.00456621,0,0,0,0,0
12/2/2020,RT - Facebook,1528.6,38898,181,8.445303867,0.004653196,0.065217,46,3,33.23043478,509.5333333
12/2/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
12/3/2020,Brand Search - Bing,6702.8,5005,791,8.473830594,0.158041958,0.161826,241,39,27.81244813,171.8666667
12/3/2020,Brand Search - Google,102222.89,13019,6473,15.79219682,0.497196405,0.134428,2983,401,34.26848475,254.9199252
12/3/2020,Monetization ,146.44,11896,261,0.561072797,0.021940148,0,0,0,0,0
12/3/2020,NB Search - Bing,678.77,1695,53,12.80698113,0.031268437,0.090909,22,2,30.85318182,339.385
12/3/2020,NB Search - Google,55215.46,15698,1557,35.46272319,0.09918461,0.069372,764,53,72.2715445,1041.801132
12/3/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
12/3/2020,Prospecting - Discovery,2179.8653,159720,2391,0.911696069,0.014969947,0,53,0,41.12953396,0
12/3/2020,Prospecting - Display,4.9606,837,10,0.49606,0.011947431,0,0,0,0,0
12/3/2020,Prospecting - Facebook,1324.74,54600,308,4.301103896,0.005641026,0.032258,124,4,10.6833871,331.185
12/3/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
12/3/2020,RT - Discovery,2053.6988,65853,2458,0.835516192,0.037325558,0.054054,37,2,55.50537297,1026.8494
12/3/2020,RT - Display,3.3171,1023,4,0.829275,0.003910068,0,0,0,0,0
12/3/2020,RT - Facebook,1548.05,40909,165,9.382121212,0.004033342,0.043478,46,2,33.65326087,774.025
12/3/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
12/4/2020,Brand Search - Bing,7136.27,5927,786,9.079223919,0.132613464,0.136986,219,30,32.58570776,237.8756667
12/4/2020,Brand Search - Google,104862.53,13428,6652,15.76406043,0.495382782,0.140705,3120,439,33.60978526,238.8668109
12/4/2020,Monetization ,148.46,13359,235,0.631744681,0.017591137,0,0,0,0,0
12/4/2020,NB Search - Bing,462.83,1923,42,11.0197619,0.021840874,0.090909,11,1,42.07545455,462.83
12/4/2020,NB Search - Google,53117.08,15668,1486,35.74500673,0.094842992,0.066493,767,51,69.25303781,1041.511373
12/4/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
12/4/2020,Prospecting - Discovery,1997.1504,156235,2166,0.922045429,0.013863731,0,50,0,39.943008,0
12/4/2020,Prospecting - Display,1.5522,718,4,0.38805,0.005571031,0,0,0,0,0
12/4/2020,Prospecting - Facebook,1325.2,53414,291,4.55395189,0.00544801,0.008772,114,1,11.6245614,1325.2
12/4/2020,Prospecting - YouTube,0,0,0,0,0,0,2,0,0,0
12/4/2020,RT - Discovery,2202.7846,54542,2399,0.918209504,0.043984452,0.12069,58,7,37.97904483,314.6835143
12/4/2020,RT - Display,6.474,910,5,1.2948,0.005494505,0,0,0,0,0
12/4/2020,RT - Facebook,1536.5,39875,155,9.912903226,0.003887147,0.023256,43,1,35.73255814,1536.5
12/4/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
12/5/2020,Brand Search - Bing,3401.44,4190,406,8.377931034,0.096897375,0.091667,120,11,28.34533333,309.2218182
12/5/2020,Brand Search - Google,66798.9,8839,4385,15.23350057,0.496096844,0.127833,2206,282,30.28055304,236.8755319
12/5/2020,Monetization ,148.31,14643,243,0.610329218,0.01659496,0,0,0,0,0
12/5/2020,NB Search - Bing,447.02,1127,36,12.41722222,0.031943212,0,9,0,49.66888889,0
12/5/2020,NB Search - Google,34515.91,10715,991,34.82937437,0.092487168,0.065126,476,31,72.51241597,1113.416452
12/5/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
12/5/2020,Prospecting - Discovery,1741.5455,122179,2228,0.781663151,0.01823554,0.036364,55,2,31.66446364,870.77275
12/5/2020,Prospecting - Display,4.1053,860,9,0.456144444,0.010465116,0,0,0,0,0
12/5/2020,Prospecting - Facebook,1381.79,58146,293,4.716006826,0.00503904,0.040816,98,4,14.09989796,345.4475
12/5/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
12/5/2020,RT - Discovery,2497.2438,69316,2351,1.062204934,0.033917133,0.03125,32,1,78.03886875,2497.2438
12/5/2020,RT - Display,361.3486,46033,234,1.544224786,0.00508331,0,0,0,0,0
12/5/2020,RT - Facebook,1657.82,47272,150,11.05213333,0.003173126,0,52,0,31.88115385,0
12/5/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
12/6/2020,Brand Search - Bing,3080.16,3225,371,8.302318059,0.11503876,0.09434,106,10,29.05811321,308.016
12/6/2020,Brand Search - Google,46326.22,6836,3361,13.78346325,0.491661791,0.081128,1738,141,26.65490219,328.5547518
12/6/2020,Monetization ,149.05,14094,262,0.56889313,0.018589471,0,0,0,0,0
12/6/2020,NB Search - Bing,369.15,822,30,12.305,0.03649635,0.111111,9,1,41.01666667,369.15
12/6/2020,NB Search - Google,28130.62,9245,823,34.18058323,0.089021092,0.052995,434,23,64.81709677,1223.070435
12/6/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
12/6/2020,Prospecting - Discovery,1967.544,148072,2677,0.734980949,0.018079043,0.017241,58,1,33.92317241,1967.544
12/6/2020,Prospecting - Display,3.3684,687,7,0.4812,0.010189229,0,0,0,0,0
12/6/2020,Prospecting - Facebook,1318.42,56661,345,3.821507246,0.006088844,0,129,0,10.22031008,0
12/6/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
12/6/2020,RT - Discovery,2668.2646,66943,2227,1.198143062,0.033267108,0.026316,38,1,70.21748947,2668.2646
12/6/2020,RT - Display,197.576,27711,126,1.568063492,0.004546931,0,0,0,0,0
12/6/2020,RT - Facebook,1564.38,44659,147,10.64204082,0.00329161,0.025641,39,1,40.11230769,1564.38
12/6/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
12/7/2020,Brand Search - Bing,5709.92,5380,666,8.573453453,0.123791822,0.091837,196,18,29.1322449,317.2177778
12/7/2020,Brand Search - Google,93347.4283,13264,6231,14.98113117,0.469767793,0.117269,2959,347,31.5469511,269.0127617
12/7/2020,Monetization ,144.75,11760,420,0.344642857,0.035714286,0,0,0,0,0
12/7/2020,NB Search - Bing,595.78,1326,43,13.85534884,0.032428356,0.153846,13,2,45.82923077,297.89
12/7/2020,NB Search - Google,53038.63,16765,1511,35.10167439,0.090128243,0.054698,713,39,74.38798036,1359.964872
12/7/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
12/7/2020,Prospecting - Discovery,2070.8996,168076,2900,0.71410331,0.017254099,0.065574,61,4,33.94917377,517.7249
